GeneID	inverted	FS-FI	FS-FI.18	FS-FI.25	FS-FI.int	FS-MS	FS-MS.18	FS-MS.25	FS-MS.int	MS-FI	MS-FI.18	MS-FI.25	MS-FI.int	T18-25
CG42359	In3RP	0.80132012	0.771971646	0.904831584	0.87814911	0.904831584	0.39993222	0.495910576	0.870339606	0.241634801	0.257513479	0.432226495	0.752112185	0.672605417
CG42361	Std	0.347486991	0.15889484	0.887941944	0.276650747	0.887941944	0.113366362	0.064259879	0.724938579	0.233798427	0.841540856	0.091575467	0.174792554	0.007265749
CG42362	Std	0.025688692	0.01573685	0.217348791	0.266770791	0.217348791	0.29966344	0.77309784	0.506532335	0.150877055	0.156288273	0.350637977	0.649622428	0.930653265
CG42363	Std	0.593374166	0.834266748	0.276603138	0.26228206	0.276603138	0.884888156	0.427720422	0.417223751	0.89158812	0.950161185	0.772406167	0.761289972	0.957770042
CG42365	Std	0.628153404	0.915081998	0.475973379	0.620468938	0.475973379	0.49721923	0.300255987	0.80630686	0.577935982	0.56412504	0.745914229	0.800644842	8.01E-06
DIP-epsilon	Std	0.777201656	0.266732676	0.623878476	0.1871564	0.623878476	0.78019813	0.087104439	0.068410366	0.207922229	0.405335818	0.228021037	0.635200835	3.70E-09
CG42369	Std	0.507739458	0.55259982	0.093709097	0.051086285	0.093709097	0.460111791	0.070151301	0.028999258	0.995731009	0.882840286	0.887042434	0.801255988	1.92E-06
CG42370	Std	0.56203529	0.289315674	0.885695635	0.287145801	0.885695635	0.628985706	0.348235467	0.222947057	0.409771324	0.564553873	0.434016605	0.891435452	0.099751057
CG42371	Std	0.893350282	0.21726913	0.328167544	0.057860112	0.328167544	0.292592669	0.559884276	0.159571333	0.890736504	0.860652098	0.695850133	0.620353044	1.58E-05
CG42372	Std	0.038087642	0.020321012	0.28864116	0.239451711	0.28864116	0.076654015	0.443359147	0.354520717	0.595661585	0.569219711	0.767929059	0.801792458	0.38737053
CG42374	Std	0.223847246	0.117083215	0.694916719	0.284541402	0.694916719	0.338664808	0.637731962	0.645473381	0.738534143	0.538317245	0.936858283	0.541723834	0.002150193
CG42375	Std	0.58870909	0.470444774	0.106817186	0.045358304	0.106817186	0.858127694	0.209014546	0.359418415	0.742197973	0.369164591	0.718216737	0.275210988	0.476120809
CG42376	Std	0.252158636	0.011957422	0.48797652	0.005986977	0.48797652	0.501717046	0.599697514	0.300276003	0.290812222	0.059969415	0.867625871	0.075850447	0.006521744
CG42379	Std	0.742219745	0.621928124	0.969495017	0.687309817	0.969495017	0.576916257	0.140268967	0.434223051	0.121863095	0.294339743	0.135567288	0.697530864	0.347923694
CG42380	Std	0.944778131	0.367139364	0.303849973	0.09644296	0.303849973	0.874059037	0.539058499	0.701495461	0.692178146	0.290582159	0.680131803	0.203259098	0.622208324
CG42381	Std	0.750246227	0.807398359	0.781349988	0.979862927	0.781349988	0.99297802	0.376770405	0.448890154	0.392639466	0.800901518	0.253830935	0.434341162	0.719182971
CG42382	Std	0.071248135	0.188209349	0.098095625	0.781336308	0.098095625	0.325414997	0.165398685	0.741674326	0.713824628	0.741381415	0.787288769	0.955071896	0.819678754
Nost	Std	0.018133973	0.000384584	0.845217497	0.002858884	0.845217497	0.058939052	0.648810626	0.042868104	0.128480623	0.066587395	0.515507832	0.294092267	0.001661706
CG42389	Std	0.553180098	0.410951042	0.88273437	0.556589156	0.88273437	0.357547315	0.274560369	0.877906619	0.521472354	0.921236841	0.343187034	0.458974725	0.253592891
CG42390	In3RP	0.563006008	0.10746587	0.494904761	0.048246534	0.494904761	0.352323184	0.655087016	0.670965039	0.79106591	0.486716864	0.260602772	0.116059574	0.012611468
CG42394	Std	0.109684424	0.007305836	0.907548024	0.0148874	0.907548024	0.116543539	0.761263037	0.107492958	0.403270962	0.240936881	0.853189512	0.38384097	0.238791948
CG42360	Std	0.654948753	0.092199402	0.324073969	0.022028887	0.324073969	0.809033679	0.072945289	0.178784505	0.0947222	0.056009985	0.408567105	0.335940702	0.535203581
wech	Std	0.061563551	0.002849994	0.996924036	0.008723671	0.996924036	0.182269992	0.722582795	0.14371133	0.197174012	0.080313108	0.725235592	0.218547907	0.419606201
CG42397	Std	0.412144085	0.139308993	0.888006961	0.160455357	0.888006961	0.28162935	0.898332477	0.298105465	0.807295246	0.681439113	0.98977792	0.711893343	0.51315907
mmy	Std	0.749037256	0.365326379	0.700546558	0.263403867	0.700546558	0.672326703	0.263543871	0.542086421	0.209232686	0.186662556	0.460750773	0.607656001	0.109607651
pzg	Std	0.267655392	0.026633607	0.660000046	0.021773789	0.660000046	0.19878028	0.522151962	0.096846855	0.473022569	0.33067719	0.840679425	0.50133312	7.31E-08
zld	Std	0.000396528	6.19E-05	0.073916217	0.029119298	0.073916217	0.00034464	0.017180138	0.22348357	0.948232499	0.595729595	0.524690715	0.311790037	0.096676157
bora	Std	0.105646703	0.00944567	0.87708788	0.012412907	0.87708788	0.085405519	0.868551603	0.086008401	0.551306364	0.349020957	0.99103226	0.408056923	7.01E-06
CG42399	Std	0.35904332	0.728471535	0.253681234	0.475789615	0.253681234	0.671065169	0.962013924	0.744688541	0.233644984	0.439407186	0.24205683	0.695444663	0.016691896
CG42402	Std	0.99325963	0.562328172	0.545336815	0.304824921	0.545336815	0.074976662	0.128295539	0.808144226	0.045752598	0.21710291	0.040141299	0.468758551	0.992091596
Ca-beta	Std	0.188452765	0.017663831	0.888016216	0.036182473	0.888016216	0.003488575	0.726387028	0.03118518	0.498924219	0.528017956	0.629265542	0.928049596	2.28E-09
CG42404	Std	0.247057551	0.12712223	0.693288209	0.342491076	0.693288209	0.006326486	0.430729589	0.086991956	0.298520948	0.186982784	0.694457436	0.428639027	0.018252848
Hip14	Std	0.155296137	0.015465003	0.874792354	0.023958603	0.874792354	0.21558705	0.632107323	0.136073428	0.342087348	0.218053487	0.748613167	0.424675833	0.09737627
CG34229	Std	0.084799921	0.031346398	0.533939424	0.156596624	0.533939424	0.979619797	0.579638433	0.620046073	0.045114585	0.034029017	0.250464925	0.34949998	0.159816266
out	Std	0.185173885	0.034155556	0.984070037	0.06622253	0.984070037	0.375385161	0.506825707	0.179995907	0.23462618	0.206150585	0.495054285	0.606646337	0.969688408
Cap-G	Std	0.068270894	0.002515469	0.89659217	0.005822558	0.89659217	0.105357349	0.515388423	0.050449598	0.214400846	0.131509933	0.601979617	0.384732748	0.049340312
Fs	Std	0.407046426	0.392187309	0.607753771	0.793418851	0.607753771	0.197143951	0.221809453	0.999783176	0.021625335	0.034846599	0.089982281	0.800470077	3.36E-05
NimC1	Std	0.704579071	0.130441754	0.436539701	0.053542156	0.436539701	0.00565568	0.776857705	0.010035105	0.259076425	0.170394819	0.624473017	0.45484519	0.002907245
CG42445	Std	0.002857615	0.058066746	0.00232047	0.300904081	0.00232047	0.935273779	0.109735482	0.148536098	0.033872236	0.049796571	0.1245649	0.711563108	0.849201549
Sep.04	Std	0.106782072	0.059982733	0.439428838	0.340155957	0.439428838	0.567135319	0.11899432	0.372275703	0.004760797	0.015796445	0.023383537	0.938482818	3.86E-05
CG42450	Std	0.203209324	0.403047357	0.221460849	0.628821779	0.221460849	0.638672728	0.757668408	0.927089348	0.087104982	0.194390902	0.132961697	0.694436452	1.56E-14
CG42455	Std	0.636332543	0.669732208	0.729400324	0.932484121	0.729400324	0.376599675	0.997801515	0.431577702	0.310766048	0.191547106	0.734815194	0.387410182	0.019723109
CG42456	Std	0.269705177	0.285315768	0.456351427	0.790981454	0.456351427	0.369543562	0.748575301	0.617971841	0.720331342	0.869638387	0.676184704	0.818856369	0.028818614
CG42458	Std	0.977097254	0.310303607	0.345799581	0.093603762	0.345799581	0.784025048	0.480038222	0.382437484	0.781932694	0.459594254	0.816185018	0.414138932	2.66E-06
Nop60B	Std	0.775495449	0.223231249	0.450983438	0.089256238	0.450983438	0.166896214	0.750199929	0.14088846	0.711551187	0.867273402	0.661395376	0.813469897	0.18683187
cwo	Std	0.016751812	0.013209458	0.141750447	0.374150555	0.141750447	0.717312369	0.736805842	0.544340296	0.017586701	0.032286035	0.074619132	0.774358721	3.10E-11
Tdc1	Std	0.158093096	0.029217428	0.914782675	0.069898435	0.914782675	0.797083103	0.300346267	0.259155661	0.062446586	0.053241241	0.260681091	0.465120883	0.247750415
vlc	Std	0.19515598	0.028119953	0.913141236	0.044563373	0.913141236	0.375590123	0.618607946	0.230821744	0.287723382	0.177624242	0.696974019	0.400430072	0.031107795
CG17337	Std	0.149141367	0.162096142	0.332222184	0.705140687	0.332222184	0.165307867	0.26051989	0.817259648	0.928725686	0.99072256	0.874503698	0.882696379	0.198761023
l(2)35Cc	Std	0.350438464	0.102710739	0.853207933	0.104907776	0.853207933	0.471831661	0.709301592	0.337570967	0.491718523	0.356298549	0.851718677	0.508793448	0.003522578
kuz	Std	0.062958831	0.011073625	0.637319149	0.065637117	0.637319149	0.131302433	0.769843528	0.286113856	0.436455597	0.27484655	0.857869642	0.425447001	0.928943676
Mppe	Std	0.159753754	0.053519079	0.743377654	0.148200683	0.743377654	0.723574145	0.703894373	0.524442156	0.160674499	0.112602323	0.483965587	0.419578177	0.000293771
CG42486	Std	0.146313167	0.008733456	0.822672263	0.015673062	0.822672263	0.715908302	0.180694788	0.131053232	0.039778106	0.022342749	0.269610311	0.306667234	0.003754192
CG42487	Std	0.072118868	0.005437933	0.955737102	0.015011032	0.955737102	0.04827852	0.715713587	0.040150683	0.435578736	0.388684558	0.677621009	0.698791311	0.26162708
CG42488	Std	0.118551499	0.426156123	0.083560645	0.366870915	0.083560645	0.595491099	0.22509218	0.517148086	0.628670016	0.793763824	0.602250184	0.802391468	9.70E-09
CG42492	Std	0.205474685	0.157392363	0.491989682	0.566579158	0.491989682	0.940081333	0.476313132	0.482604639	0.099120085	0.180858555	0.169937645	0.905643359	7.36E-08
CG17571	Std	0.388773302	0.074797479	0.694851269	0.059910952	0.694851269	0.243654123	0.079198563	0.584202261	0.009998358	0.004342537	0.168143286	0.176358989	5.58E-09
Dys	In3RP	0.060673087	0.050547312	0.260897496	0.454599135	0.260897496	0.962495233	0.374218162	0.415125803	0.167489605	0.045495024	0.810576908	0.121584134	0.599243789
Snmp1	In3RP	0.194946551	0.766013064	0.022542662	0.021711282	0.022542662	0.893698381	0.133769011	0.141946082	0.680015214	0.870302833	0.418135062	0.389659723	2.19E-05
wtrw	Std	0.128402834	0.006670895	0.846911425	0.013934849	0.846911425	0.049277479	0.826416173	0.065253282	0.623208883	0.423384303	0.979031776	0.514865439	7.53E-11
drd	Std	0.464869114	0.746640249	0.391374998	0.619299415	0.391374998	0.502995192	0.935341926	0.620984269	0.243805104	0.32167625	0.355927878	0.992533757	0.001742153
UQCR-11	Std	0.775752484	0.282922582	0.53842927	0.144124234	0.53842927	0.007245987	0.986533001	0.019094011	0.157283763	0.092876435	0.527528833	0.3530314	2.20E-07
NimC4	Std	0.658656565	0.179313691	0.999692471	0.578074708	0.999692471	0.047841036	0.581363807	0.123673586	0.876004365	0.472215163	0.590272449	0.355728972	1.37E-06
pds5	Std	0.068592516	0.006267234	0.846844378	0.024934184	0.846844378	0.184002307	0.763530776	0.157750684	0.226596873	0.138169169	0.621408133	0.384062758	0.25238399
CG42495	Std	0.09416379	0.032938533	0.639825296	0.102324026	0.639825296	0.451509295	0.209224406	0.702067628	0.005954778	0.005380925	0.094686954	0.183506978	0.016780601
flr	Std	0.002660311	0.001272421	0.084150036	0.159149502	0.084150036	0.190888591	0.292257713	0.824378614	0.095056704	0.041859481	0.488434638	0.233408897	6.86E-08
CG42496	Std	0.008395673	0.014596763	0.057515961	0.535073147	0.057515961	0.003053328	0.379506191	0.048412661	0.800439495	0.549243412	0.303039946	0.16048706	0.000106726
CG42497	Std	0.263482312	0.260299041	0.48268979	0.695391659	0.48268979	0.778299448	0.062538232	0.168318304	0.84057037	0.397836797	0.239586672	0.081744287	0.15722016
CG42498	Std	0.176240538	0.342506048	0.200638054	0.812900522	0.200638054	0.569902923	0.212989622	0.579451026	0.01720224	0.132546873	0.014856918	0.429335086	0.003298954
CG42502	Std	0.109987642	0.000787714	0.376980814	0.000309363	0.376980814	0.130753249	0.611372486	0.08190977	0.318095292	0.046634302	0.706691778	0.041025977	4.32E-07
CG42503	Std	0.870874204	0.639013753	0.423135381	0.279000685	0.423135381	0.525564332	0.560729647	0.291740037	0.922059526	0.270405433	0.175429688	0.036173648	9.36E-10
CG42507	Std	0.887714469	0.759503631	0.601479316	0.469979943	0.601479316	0.141057114	0.955168471	0.195370532	0.482960322	0.076042608	0.570566061	0.047434368	1.06E-06
Xport-B	In3RP	0.471662607	0.151814027	0.858613358	0.180663939	0.858613358	0.238428289	0.862469041	0.261127084	0.885905761	0.801913142	0.996778455	0.832699488	2.52E-05
CG42511	Std	0.034067328	0.003189374	0.682758009	0.020190763	0.682758009	0.209766146	0.350636766	0.719657317	0.426401968	0.075212277	0.601666855	0.045905327	0.045269555
E(var)3-9	Std	0.066113386	0.008364886	0.748653259	0.039364477	0.748653259	0.178240154	0.841555098	0.177888772	0.250077544	0.173468412	0.603327557	0.458263778	0.003214321
mtg	Std	0.086966663	0.047670947	0.374396361	0.408628019	0.374396361	0.190260136	0.906314911	0.235295207	0.306416304	0.496120995	0.326568278	0.735168682	1.11E-05
CG42514	Std	0.458533086	0.380412325	0.737420515	0.635091343	0.737420515	0.075358305	0.05495713	0.89836426	0.003632159	0.009360861	0.026182646	0.724337125	0.599251896
CG42516	Std	0.599702917	0.162840157	0.564845965	0.086969851	0.564845965	0.209615013	0.546347317	0.106711731	0.91937599	0.89136286	0.976726667	0.925664982	0.339585876
CG42518	Std	0.524978736	0.762677578	0.181596453	0.155872775	0.181596453	0.717916083	0.372569712	0.642021564	0.894411387	0.507713139	0.656112485	0.336748079	0.297989827
CG42521	Std	0.023588979	0.020316009	0.148515819	0.513464089	0.148515819	0.346903656	0.820775663	0.56136379	0.111225258	0.156036671	0.226715136	0.93170554	7.57E-06
Su(var)3-3	Std	0.144756401	0.00643973	0.649587284	0.005604135	0.649587284	0.45586353	0.516317304	0.226840288	0.167926819	0.041869278	0.844810005	0.105121919	0.040259031
Pbp49	Std	0.141687721	0.02483084	0.907800447	0.05999848	0.907800447	0.095877049	0.668250355	0.068850522	0.483202962	0.544050886	0.587999732	0.954898625	0.177585799
gwl	In3RP	0.001230966	0.000136371	0.145219886	0.025850189	0.145219886	0.043907047	0.751495308	0.135754781	0.054181334	0.044173979	0.250463226	0.437449368	0.014127099
elav	Std	0.691755571	0.464530583	0.968416783	0.525585203	0.968416783	0.068548839	0.461936072	0.029728198	0.806834886	0.257840444	0.495679988	0.120773206	0.002692873
MED9	Std	0.509938983	0.099946213	0.55845762	0.054336084	0.55845762	0.054695161	0.894246349	0.073257178	0.64819096	0.764403792	0.65446838	0.89860884	0.423139273
mRpS23	Std	0.634113992	0.673171555	0.721681276	0.944120699	0.721681276	0.691220953	0.543163249	0.868360482	0.280995152	0.413606578	0.341074675	0.92310127	0.000245428
Pp2A-29B	Std	0.013997602	0.090149712	0.018322901	0.537724953	0.018322901	0.0754591	0.102270429	0.897941498	0.675513868	0.931641324	0.441883876	0.457116368	0.665247997
RpS12	Std	0.305221178	0.045976006	0.732898429	0.043230844	0.732898429	0.742322863	0.940807688	0.825218388	0.433328355	0.092195392	0.677178975	0.069475196	0.020246627
rhea	Std	0.453926782	0.906084153	0.181271208	0.206046641	0.181271208	0.056377591	0.599058119	0.035556125	0.110041019	0.072644227	0.411642815	0.38484783	0.000223103
Not10	Std	0.696914513	0.451702482	0.894455954	0.435983116	0.894455954	0.005737719	0.926821565	0.017007722	0.152496111	0.037333693	0.823743672	0.098825902	7.76E-06
GABA-B-R1	Std	0.149261134	0.057076265	0.59830454	0.27258313	0.59830454	0.24923784	0.838866546	0.257593977	0.368612914	0.446280985	0.47459456	0.980439781	2.61E-07
CalpC	Std	0.6417692	0.34348418	0.072659405	0.020516325	0.072659405	0.333288347	0.120092083	0.032557462	0.870698579	0.977451131	0.808128967	0.856046916	3.01E-07
CG4806	Std	0.15151005	0.464263058	0.105343857	0.435752148	0.105343857	0.663706489	0.413044903	0.740679775	0.497200948	0.766139271	0.41511052	0.653400791	2.24E-05
PGRP-LD	Std	0.241788709	0.32112883	0.353632748	0.951096238	0.353632748	0.646983702	0.444861498	0.797431326	0.061191326	0.149675054	0.101063506	0.852947498	0.722067154
CG12163	Std	0.380970526	0.639129825	0.334008012	0.664411023	0.334008012	0.025284046	0.037172898	0.881893208	0.072708146	0.072746539	0.249196336	0.560998907	8.31E-07
Unc-115b	Std	0.700029627	0.866080247	0.667665537	0.77280487	0.667665537	0.364076	0.348223569	0.763102768	0.306025226	0.389093396	0.414118689	0.965331995	0.757471114
CG9288	Std	0.595080138	0.059170891	0.282776051	0.011262782	0.282776051	0.053714852	0.288988176	0.010466468	0.967915338	0.9571809	0.990304048	0.971192429	0.066208439
CG7071	In3RP	0.008864646	0.01174867	0.072108996	0.488109659	0.072108996	0.179612718	0.118324316	0.854379888	0.367150362	0.219076094	0.809162736	0.386265173	0.324403054
CG7950	Std	0.081258365	0.15127929	0.152041093	0.983003375	0.152041093	0.126930381	0.464577798	0.473388276	0.713059895	0.918361079	0.481774089	0.483551888	0.807287287
CG30002	Std	0.323927059	0.366926089	0.455917458	0.944492762	0.455917458	0.389447951	0.752222396	0.736693002	0.75209679	0.969738254	0.669339981	0.698488015	7.32E-06
CG30059	Std	0.071864766	0.140741384	0.136169867	0.927308811	0.136169867	0.812728375	0.244539081	0.409133242	0.301984095	0.205282586	0.677732815	0.450952122	0.885709504
HIP	Std	0.612154639	0.685970093	0.670246944	0.986046042	0.670246944	0.104744108	0.083907654	0.931997115	0.115888589	0.211937282	0.181691729	0.945321676	0.807975385
Ziz	Std	0.145014514	0.057537356	0.630405265	0.212674552	0.630405265	0.251762701	0.565358873	0.619963963	0.677820506	0.437396993	0.92475347	0.450336068	1.30E-06
qvr	Std	0.628566549	0.197652058	0.682467811	0.154619608	0.682467811	0.005318089	0.129446889	0.344903183	0.034120748	0.108545503	0.060937856	0.672263825	1.78E-09
dl	Std	0.060225906	0.007446007	0.722531674	0.039344153	0.722531674	0.090261195	0.962036727	0.128742248	0.375295352	0.294154596	0.687609893	0.571716517	0.485139499
eIF4G2	In3RP	0.018394376	0.001210824	0.580223825	0.015685263	0.580223825	0.421628797	0.751093006	0.671531627	0.086607335	0.011543194	0.813057105	0.043136277	0.828263178
Diap1	Std	0.114916883	0.018468697	0.849009421	0.056651495	0.849009421	0.250422428	0.745598973	0.201254846	0.279489701	0.209116398	0.607103822	0.515171002	1.50E-06
gammaTub23C	Std	0.723327831	0.818163099	0.398368562	0.360981561	0.398368562	0.281511643	0.78461562	0.232171666	0.383516927	0.392255943	0.571686566	0.777880318	1.79E-06
Antp	Std	0.182194642	0.009202266	0.862228411	0.029474018	0.862228411	0.006921537	0.463288394	0.005503325	0.779187964	0.889130894	0.585251495	0.535990875	2.44E-09
Rrp40	Std	0.187953594	0.37485836	0.202855355	0.737016601	0.202855355	0.299161484	0.399623181	0.851725257	0.86756588	0.873309597	0.665914022	0.607204307	0.762020929
serp	Std	0.151821239	0.078448088	0.526235684	0.366808437	0.526235684	0.003266837	0.180495726	0.163331977	0.203875023	0.170710992	0.470012359	0.588241049	0.0443855
l(3)76BDm	Std	0.182786918	0.059473552	0.777678472	0.159225395	0.777678472	0.394889745	0.83063695	0.578059281	0.491733983	0.29073681	0.945710706	0.390241692	0.036112267
CG42540	Std	0.531990667	0.564722806	0.128288819	0.066900537	0.128288819	0.393051553	0.91445248	0.537765807	0.238319137	0.774371521	0.111213932	0.230757991	8.94E-06
CG42541	Std	0.932810949	0.19636901	0.292873939	0.045634721	0.292873939	0.006123972	0.910116405	0.026014528	0.102610301	0.119298236	0.257002572	0.74524278	0.00052316
CG42542	Std	0.684602173	0.617672526	0.867696773	0.773470709	0.867696773	0.38513258	0.874888935	0.536850171	0.824757837	0.708965079	0.992850127	0.740797689	2.05E-07
Mp	Std	0.033364162	0.080785842	0.078130757	0.921211149	0.078130757	0.208264584	0.151560834	0.824448543	0.61865802	0.620990745	0.743793953	0.904653433	9.83E-07
CG3281	Std	0.55155387	0.693870096	0.172794666	0.128813384	0.172794666	0.786862347	0.342762228	0.292387502	0.85518175	0.903545169	0.678801226	0.639790578	0.594347583
CG12213	Std	0.8714012	0.591507599	0.777592131	0.475171198	0.777592131	0.86765867	0.522671998	0.687842812	0.51676235	0.482763368	0.721547853	0.756620051	1.22E-06
GC1	Std	0.080379533	0.033639467	0.473773136	0.20056123	0.473773136	0.522030146	0.437637597	0.220746957	0.069495243	0.130818905	0.140069813	0.960565048	2.71E-08
Tango9	Std	0.203098533	0.028597471	0.899540128	0.044765743	0.899540128	0.765605314	0.107281784	0.244662201	0.01669243	0.013793715	0.138027535	0.380461902	1.91E-08
mfas	Std	0.204411275	0.003933957	0.356848123	0.001162176	0.356848123	0.251118499	0.249281399	0.04829669	0.205052113	0.068449702	0.814406251	0.162319269	2.04E-08
Ect3	Std	0.015041032	0.045816772	0.043321614	0.863559175	0.043321614	0.725812895	0.866357974	0.655627619	0.020276899	0.097290016	0.031499923	0.551503847	1.97E-05
Chchd2	Std	0.470945435	0.289463191	0.910129131	0.4061324	0.910129131	0.821717998	0.686790398	0.585638674	0.409947264	0.403381735	0.607548075	0.777045911	0.356548874
CG5004	Std	0.157007799	0.061934797	0.660372508	0.207756524	0.660372508	0.626366461	0.446011416	0.810505749	0.508046052	0.162291249	0.745717738	0.135577431	0.673912584
Utx	Std	0.015853892	0.001121155	0.53196894	0.017393302	0.53196894	0.327986241	0.977303142	0.407834416	0.066758764	0.017029007	0.551161512	0.11084562	0.349930848
Mulk	Std	0.634150508	0.31191981	0.811891914	0.277677026	0.811891914	0.710930895	0.817690552	0.601289828	0.697845499	0.520938487	0.994382277	0.572434182	0.342149796
Pdfr	Std	0.330606666	0.966841391	0.14077623	0.190474529	0.14077623	0.787169734	0.205397567	0.170797335	0.755181202	0.754665467	0.839405729	0.938702742	1.80E-07
CG42553	Std	0.263655261	0.159538617	0.685420998	0.366866273	0.685420998	0.709861546	0.888451501	0.653355532	0.334711296	0.299403939	0.590307857	0.65413746	0.05628225
CG42554	Std	0.512186321	0.939706839	0.254032483	0.288939213	0.254032483	0.261031309	0.90830576	0.280813803	0.20797793	0.291515118	0.311910836	0.969139765	0.289534242
CG42557	Std	0.770271167	0.969487703	0.651140427	0.728689281	0.651140427	0.292248583	0.629244325	0.586074677	0.218768779	0.273780359	0.35827036	0.839635809	3.68E-09
CG42558	Std	0.840320223	0.540902457	0.760356116	0.422675842	0.760356116	0.797782424	0.759551255	0.625843741	0.85992475	0.387311761	0.54747642	0.203336717	0.000186422
CG42565	Std	0.890250759	0.892202618	0.925521417	0.981880421	0.925521417	0.334371273	0.544045582	0.826363718	0.416759886	0.39890218	0.607730169	0.842960174	0.021688005
CG42566	Std	0.346826961	0.376945248	0.522700083	0.741345868	0.522700083	0.615664711	0.59564566	0.970116218	0.122220251	0.169231017	0.250222219	0.707939145	0.050170992
Larp7	Std	0.067854459	0.004785833	0.976035097	0.01208347	0.976035097	0.09038717	0.643649472	0.058379228	0.297960039	0.228114804	0.624112242	0.519365995	2.29E-05
DnaJ-60	Std	0.727638499	0.114854945	0.326886137	0.028981466	0.326886137	0.107650308	0.980034206	0.175486769	0.521535786	0.965646207	0.321474586	0.402395041	0.000815845
GatA	In3RP	0.011816183	0.088836794	0.013798712	0.513211152	0.013798712	0.598106285	0.551707195	0.330664146	0.011278281	0.235833367	0.003083544	0.104572546	0.514741899
wisp	Std	0.027655105	0.004020628	0.481179625	0.052378031	0.481179625	0.125976549	0.835764216	0.132969471	0.152148401	0.150243521	0.361925832	0.643943569	0.000402164
mxc	Std	0.075690056	0.004377906	0.980602121	0.011454243	0.980602121	0.204105516	0.955527999	0.28738274	0.326647521	0.095235298	0.936184092	0.127374822	0.020192443
2mit	Std	0.905466839	0.754555976	0.635087182	0.49123652	0.635087182	0.094316202	0.965214821	0.14418763	0.277771254	0.166960824	0.67561173	0.422406814	0.006756726
ctrip	Std	0.012235325	0.001668778	0.354604832	0.043395404	0.354604832	0.231941194	0.798116321	0.413111945	0.094035831	0.039501598	0.500425026	0.21732413	0.61113387
NaPi-III	Std	0.211846963	0.019435009	0.735424145	0.020490755	0.735424145	0.024018792	0.384295795	0.007504351	0.703345391	0.929907579	0.592771973	0.697101984	0.003046019
Gprk1	Std	0.503374385	0.385029021	0.821126462	0.575343795	0.821126462	0.981811074	0.988301005	0.994371644	0.517955754	0.39755849	0.832491665	0.580111054	3.54E-05
p120ctn	Std	0.292967787	0.196410356	0.669305333	0.447316735	0.669305333	0.95690674	0.593084938	0.675900151	0.160264198	0.17870022	0.337535498	0.730773938	0.001268905
inaF-D	Std	0.359295799	0.419303594	0.486529971	0.932947524	0.486529971	0.000686444	0.295912159	0.025602577	0.055493795	0.006608693	0.72590554	0.033830301	0.891212582
gkt	Std	0.039628172	0.00710452	0.533193701	0.059648246	0.533193701	0.027459693	0.649547694	0.11421176	0.672809221	0.600285087	0.867309208	0.755947836	0.186717183
Sec22	Std	0.726983641	0.876532957	0.674933715	0.823147653	0.674933715	0.685984545	0.577830402	0.903328584	0.812103288	0.802333811	0.890564682	0.919112019	5.35E-09
Membrin	Std	0.062757348	0.169383842	0.089530946	0.835057855	0.089530946	0.509526605	0.825694881	0.438387103	0.034597836	0.044884861	0.143394239	0.580145349	0.00033322
Bet1	Std	0.42564476	0.229861727	0.947796342	0.307163124	0.947796342	0.784687589	0.776925788	0.997484029	0.650801934	0.354360049	0.829342976	0.31456686	0.000570728
Ykt6	Std	0.47868738	0.279274125	0.945549834	0.373833526	0.945549834	0.403153449	0.516004099	0.198393044	0.558312475	0.806753101	0.476284597	0.682203862	0.955036029
Bet3	Std	0.479815352	0.90551473	0.296827488	0.425167988	0.296827488	0.363152873	0.499140461	0.83080683	0.789795258	0.425937117	0.715189802	0.313366813	0.778495103
Bet5	Std	0.230706803	0.152775235	0.592858272	0.435293215	0.592858272	0.09270641	0.067150339	0.87378811	0.331471085	0.783967818	0.193888041	0.360816037	0.004870798
Trs23	Std	0.830297982	0.677457629	0.942260727	0.667985701	0.942260727	0.671012184	0.765937249	0.904051619	0.818989897	0.990413646	0.714464116	0.760669663	0.026855542
Vti1a	Std	0.134635299	0.07444687	0.53086738	0.276873693	0.53086738	0.33774341	0.591194559	0.192084462	0.227992841	0.401890625	0.252772629	0.808534964	0.000294046
dnr1	Std	0.157293113	0.05496364	0.701643019	0.175771725	0.701643019	0.555809217	0.319490007	0.714936913	0.020369915	0.013735616	0.176574224	0.314428	0.19036299
Ir76a	Std	0.176620897	0.753680488	0.04361855	0.184202721	0.04361855	0.842096517	0.457481819	0.657214282	0.431886632	0.911194263	0.198415493	0.36973238	0.241548106
cuff	Std	0.676694656	0.407282927	0.085495055	0.035404124	0.085495055	0.040392695	0.688725079	0.025811329	0.116242016	0.202290526	0.190632487	0.942970313	6.34E-06
rempA	Std	0.277107633	0.25461397	0.509901339	0.71407571	0.509901339	0.461353608	0.75792614	0.730998237	0.652127675	0.691302029	0.731435815	0.981859892	0.001017973
par-1	Std	0.458708415	0.534496324	0.553437945	0.98039951	0.553437945	0.952819953	0.378489828	0.473742953	0.867661906	0.573787343	0.771416017	0.458776824	0.508344863
Vps15	Std	0.222634055	0.425207797	0.229703229	0.718407623	0.229703229	0.687776313	0.270544758	0.538300624	0.764065556	0.692872922	0.921687066	0.798625221	6.65E-05
scny	Std	0.162382125	0.027579246	0.957178547	0.059930019	0.957178547	0.978846791	0.815752853	0.821168652	0.128458731	0.029352726	0.774193675	0.095639159	2.37E-05
